	tweets	Id
213	India wins a test series in New Zealand after 41 years! If it wasnt for rain on the final day, India would have won the third test too 	1
214	@ashvala Was driving in Old madras road on my bike!! There is no concept called parking on the side 	1
215	@upstatement can I apply to be in your class too? 	1
216	is reading manga  http://plurk.com/p/mzp1e	1
217	@BradmanTV Thanks....it seemed the right moment. I love your show.  Your songs bring me joy.	1
218	@Adri_Mane ROflmao... niqqa please. you ackin' a fool now. 	1
219	@comeagainjen http://twitpic.com/2y2lx - http://www.youtube.com/watch?v=zoGfqvh2ME8 	1
220	@vjl also, your website seems to be down, FYI. pity, I wanted to check it out  sure you knew that though.	1
221	@LindzNicole so let's make it right! 	1
222	@Lexi_83 We.... went professional in October 2008, we've just not update any of our websites or anything until yesterday 	1
223	@rhonda_brown thanks for the tip on Sam's Club! 	1
224	@KourtneyKardash yep Mornings are the Best! nighttime is chill time 	1
225	@pocketfulofme yay!!! hehe TWINS 	1
226	@jolilore Thank you 	1
227	&quot;City of Ember&quot; was AWESOME!!! SO have to finish the book and read the next one (ones?) now.  Time for bed possibly? Who knows, really. XD	1
228	OMG, I would have died!!! actually no, I take that back...I keep an updated version on my X:drive so it's all good 	1
229	@trugiaz You and i mate! 	1
230	 just watched the movie Wanted... it was pretty darn good.	1
231	just got home from Neil's. watched Nick &amp; Nora's Playlist... pretty funny  	1
232	@theexclamation ah yes, twitter seems to be the perfect venue for whining and wasting time.  now that's my idea of fun 	1
233	@donniewahlberg hell yeah! there's the effin man! 	1
234	@roshnimo Dont be lazy............try a few out.... tools are to make life easy for lazy people 	1
235	@aiduong Oh goodness, I didn't know you could message friends on here! Hello Ai 	1
236	Thinks everyone needs to go buy Tina Parol's song Who's Got Your Money on iTunes ... NOW! 	1
237	can't wait for vegas 	1
238	@theDebbyRyan Hey Debby 	1
239	One sixty six in bowling. Holy shit lol 	1
240	dear dbq, you were a pain in the asssss. i'm glad i'm DONE with you! 	1
241	and now off to bed after an amazing night chatting with a pretty amazing guy  ( you know who you are)	1
242	@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? 	1
243	has discovered that she loves easter crafts, eggs, hot cross buns... feel like watching the prince of egypt to aid my easter meditations 	1
244	Didn't get my nap before, thinking I really need one now. Be back later, twitterpeeps. 	1
245	Trying to figure out a way to pay it forward 	1
246	oh oh oh!!! gonna go buy Twilight on DVD today  I have to extend my overdraft for the 2nd time in as many weeks so I may aswell!!	1
247	my very first twitter  awww	1
248	@SimonBotes glad you like 	1
249	@lightblue_82 woo, you won't regret it. 	1
250	@theaptour thanks so much 	1
251	 Please?: http://eluts.com/frontstore/Item/item_zoom.asp?item_num=3418&amp;catalog_num=3&amp;mart_id=lutsdoll&amp;level=yes&amp;mother_catalog_num=554	1
252	@SJS86 haha i saw that one the other day. sad. i'm entirely too addicted to that site now. endless laughs 	1
253	@lolly2420 this is nuts! thanks  I am dying over heah!	1
254	@markhoppus hey mark, i want to know if the song &quot;Life's So Boring&quot; is really blink 182 , please tell me  doubt been on my head for years	1
255	@Kelly_N_Va by Jordan, I think he's got it!  	1
256	up and running, London calling 	1
257	What A Day  I Just Loved It. Sun, Food And My Girls  Cannot Be Beaten. Eyyy! I Bused It Home Tooo Hahaa. Have An Ace Time Darl.  xxxx	1
258	just got home from school (: meant to be getting my hair cut .. but i cbf. lol dancing soon 	1
259	Sleeeeeeeeeep, then an interview tomorrow! Wish me luck 	1
260	Awwh babs... you look so sad underneith that shop entrance of &quot;Yesterday's Musik&quot;  O-: I like the look of the new transformer movie 	1
261	@lauredhel I just friended you on LJ 	1
262	eating ice cream to reduce the heat 	1
263	wow san diego is so beautiful. even more so now that we won  but whats a good game without a good fight(;	1
264	@epistemographer @digitalhumanist Doing a disciplinary PhD with the support/structure of a New Media program like that sounds heavenly 	1
265	must sleep, big day tomorrow. two tests AND class registration for next sem. ahh! goodnight, twitterers 	1
266	@claire_brewer I've seen one of those aisles in Borders in Oxford. They're... well, tragic 	1
267	@thornbek Erin Esurance is so hot. Carry on 	1
268	@Boobookittifukk not there yet. And i beleive so  red carpet sighting i hope.	1
269	the cars in Fast and Furious get me excited 	1
270	@comeagainjen Jennifer 	1
271	@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!	1
272	It's been a while since i have watched the Cosby Show, i forgot how funny it was  BUT CAN'T SLEEP THOUGH grrrrr	1
273	@landrew Hehe, thanks   Was going for the incendiary headline this time 	1
274	@honeytech Happy Morning! 	1
275	@SashaKane Um, my kids get up at 5am &amp; need their breakfasts cooked, you ready? 	1
276	@saad_83 I wasn't late  I was right on time	1
277	@myk14 Thanks buddy *high fives* hehe 	1
278	@sytycda Could not agree more!The unison&amp; committment was incredible.Considering the pressure they r under made it all the more amazing 	1
279	@cityrat59 lol! you counted 15 times! Yeah, it was a drag today...wasn't sure if my tweets were going out. seems to behave now though 	1
280	@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA 	1
281	@reesh heyyyyyy want to hook it up!! lol 	1
282	Saddle Ranch Comedy night. Then back to the boy's house 	1
283	Today I performed for the first and last time at the Grebel talent show. 4 exams left until undergrad is over 	1
284	@xShorty4Lifex white!! 	1
285	@thesouthernstar haha... sarapan aja belum kok, udah disamperin sama client di rumah...  	1
286	@JonathanRKnight  i do embrace the simple life.  simple things like a new kids reunion makes me an extremely happy girl 	1
287	@lapcat Need to send 'em to my accountant tomorrow. Oddly, I wasn't even referring to my taxes. Those are supporting evidence, though. 	1
288	@mmcallen Sigh, wish I could have a GMIC meeting here in San Diego! Spoke to Johanna already, she said it was great... 	1
289	had a wonderful Portland evening! Thanks Carrie 	1
290	6:37 in the morning and haven't been sleep   YAY!	1
291	Headed off to Wal*Mart for more boxes. Uber excited 	1
292	@axisportals scowls are a lot more temporary than adulthood 	1
293	I'm melting. *sighs* Serendipity is such a sweet sweet movie. I love it. 	1
294	@JonathanRKnight wake up with ah Jon tweet. The Best start for my day  thx Jon love You	1
295	Got an inspiration -&gt; dyeing my hair! 	1
296	just  created this account...looking around 	1
297	@amyg0716 I'm gunnna do both of those things 	1
298	http://twitpic.com/2y2tq - So far, it is interesting. 	1
299	Haven't tweeted nearly all day  Posted my website tonight, hopefully that goes well  Night time!	1
300	@craigsutton     that's a long-time, good for you!   	1
301	(@thuquoc) jizzin' in my pants excited about seeing ARMIN VAN BUUREN tomorrow 	1
302	@mehulbhuva Good luck, and let me know how it goes! 	1
303	@tayswift Congrats from Peru! You were/are amazing! i was speechless,thank u so much! come here someday plz, ill wait forever seriously! 	1
304	@rogieking Congrats on the newborn! Our first is due in June 	1
305	Dodgers beat the Padres  Go Blue!	1
306	@jbruin lol esp when your updates hit my phone... 	1
307	@JonathanRKnight I'm just glad you appreciate Iowa.    Come back in late summer when they're cutting hay...  best..smell.. EVER!	1
308	@pjaficionado  Having fun, loving life, happy to be in the game. Everything else is a bonus. Not just BS either!	1
309	@vuittonretarded  awww. Is there anything i can do 	1
310	But I do not mind.  Goodnight	1
311	@mistressathenax oh lets let it be a surprise. 	1
312	Proud future member of the R.B. 	1
313	@miss_tattoo heyy!  you got those pictures of Donnie's gift on the USB stick?! 	1
314	Giant Drag &quot;Wicked Game&quot; ? http://twt.fm/32811 #musicmonday - Better than the original &amp; the commercial promo song for Nip/Tuck season 5! 	1
315	@web20classroom Fabulous post about WordAhead!  And overall loved your blog.	1
316	Much Luv to @espressowoman54 &amp; @tommyruffin who's now following me on twitter!! 	1
317	@KendallMassey @jclayville rocks. But don't tell her I said that 	1
318	@Gerry_Butler If it's something you will enjoy and will make you happy, why not do it? 	1
319	just discovered tonight that her church is serving breakfast on Easter!  (I'm not sure why this is so exciting, but I suspect the baby...)	1
320	@Tiandrance 	1
321	@yoavsegal Morning 	1
322	finally back on twitter 	1
323	God sho love him some me  feeling really really blessed tonight++++++	1
324	@adamdexter i can't wait to see you buddy 	1
325	@allan_at_rogue thanks Allan! They are photos from a Joolz Soiree I held up in Brisbane last year 	1
326	there is link about how to enjoy dark chocolate within the post..  http://chai-coffee.blogspot.com/2009/04/chocolate-flavoured-math.html	1
327	@chazdrums if i know how to do something, and have time... Its so easy to answer 	1
328	Wow, the house looks so different...AND OH MY GOD MY DOGGIES 	1
329	ahhh loved this sunny day....I am working a good sun burn on my nose 	1
330	@FoamingBBQ I had to read it last semester.  By &quot;read&quot; I mean skim for keywords and read online outlines.   Got an A too 	1
331	@dalecruse Yay! Love Box.net  My first business partner Sam Ghods is on the founding team. SO proud of him 4 building an excellent utility	1
332	@JonathanRKnight Glad to hear that you had such a great night! You rock &amp; I hope tonight is just the 1st of many feel good shows for you! 	1
333	Anyone else catch Scott Bakula's &quot;Oh Boy&quot; in #Chuck tonight?  	1
334	@fatbellybella the media is a trip [period] we have to guard our minds...along with our hearts. Don't fret ms.badu UR THE BEST!! its true 	1
335	Ahh, the tedium of fixing broken file links in Inventor.  Good times.  	1
336	@theDebbyRyan  where!!?!? 	1
337	@Laatina MONDAYS ARE WHAT YOU MAKE OF IT. 	1
338	Well in the past two days I have had 45 min. of sleep.  I'm going to watch TV while laying in bed and try to sleep.. Night peepers 	1
339	I'm officially going to bed! Goodnight 	1
340	I now have painting clothes!   	1
341	@msaleem LOL not yet my brutha from anotha mutha 	1
342	ryanrossfanz  &lt;-- FOLLOW THEM!  Ryan is uber!	1
343	@JonathanRKnight you close your eyes and pick one and hit reply. 	1
344	@ronashively Connections Academy has been great for our family...and thousands more across the country!  Happy to tell you more 	1
345	@QUEENIE909 hum nice 1! lol take something..LOL yeah party over there, haha u kno them drunk ass's  Will i b seeing you @ Janets party??	1
346	#nightcard The Star: what a wonderful card for a new beginning both for you and Ankie 1.0  Welcome! 	1
347	Loves the German bakeries in Sydney. Together with my imported honey it feels like home 	1
348	I'm an uncle now! 	1
349	@katiehayes415 Levon...couldn't have said it better my self.  	1
350	@dmf71 I should change my name to qoosfr (queen of obscure science fiction references) instead of cbn2, which only 1 person understands. 	1
351	@DolfinFan  Our picnic will be fabulous!	1
352	@DaveJMatthews Welcome back to NYC! 	1
353	@nashipear Sorry I am talking to my best friend.. So I havent replied!!  But I can talk to you too!	1
354	@corinmcblide oh ok then i am gonna go and buy one for when i come up there 	1
355	tafe quiz then PHOTOSHOOT with my sezdawg 	1
356	@berofx: good luck with your challenge 	1
357	oh oh found some clothes!!  And i love em xD	1
358	Rocking out to No Doubt and gonna start up some more Neverwinter Nights 	1
359	@kameelahwrites phew! all that hair, gyal! 	1
360	keepin it real.  	1
361	&lt;------ Branded 	1
362	I'm adding my fellow PFers.  Nice to see so many of us here, too! 	1
363	Had a good time at Eat n Park drinking a latte and playing Munchkin Impossible with @Chriswolfe2007. 	1
364	@momentbymoment1 - I'm sure you and your site will! 	1
365	@JonathanRKnight Good luck with the cruise!! Your gonna need it! 	1
366	@glutenfreegirl  well, I'm doing whatever our neighbor tells us, and if that produces vegetables, I'm cooking them!	1
367	@milagro88 Hi there, Cel.  How are you doing today?	1
368	@Chubbx Goooooood morning, Chubbx  how are you today?	1
369	@BrittyDS Don't blame me.  I just like good things. ;)	1
370	@darkknight808 okay! I think little oven again on wednesday!  7-9pm?	1
371	@LoriGama that's most excellent  lotsa people loving you hehe *Winks*	1
372	@jia_zhen it's an odd little thing isn't it, 'is it from another planet?'.... but i think i like it 	1
373	amidst all these recession talks, my friend told me yesterday that she got a pay hike  it sure is a nice to hear that.	1
374	is now using windows and tweetdeck... temporarily... 	1
375	I Joined ShoeDazzle Society by @KimKardashian I am Excited! Can't wait for my Shoe selection!  Link: http://www.shoedazzle.com/	1
376	@robgokeemusic I know - I should have made some, taken them to my meetings &amp; I should have foreseen my sister was going 2 pick up a stray 	1
377	@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want 	1
378	@mars2thestars here it is  http://tinyurl.com/hecklerxyz	1
379	Week 2 of the fitness challenge and I'm starting off strong.  Just submitted my stats for the night and it ain't bad 	1
380	Your Following for a Reason.....  www.facesbyrozzj.com	1
